number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status,outcome
2,0,0,1,Not Selected,0,Room_Type 1,23,Online,0,0,0,139,1,7/27/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,200,Online,0,0,0,90.95,0,8/29/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 4,16,Corporate,0,0,0,76,0,3/8/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,103,0,3/12/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,116.1,1,3/6/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 4,82,Online,0,0,0,140.4,1,6/10/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,75,0,7/26/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,62.86,0,4/6/2018,Not_Canceled,0
2,0,2,1,Not Selected,0,Room_Type 1,20,Online,0,0,0,129,2,9/24/2018,Not_Canceled,0
3,0,0,3,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,60,1,12/27/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,89,1,2/10/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,183,Offline,0,0,0,110,1,9/8/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,109,Online,0,0,0,118.8,0,10/20/2018,Canceled,1
2,2,2,2,Meal Plan 1,0,Room_Type 6,194,Online,0,0,0,163.2,0,8/26/2018,Canceled,1
2,2,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,92,0,1/3/2018,Not_Canceled,0
2,0,1,3,Not Selected,0,Room_Type 1,46,Online,0,0,0,74.8,1,11/3/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,126,0,9/12/2017,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,141,0,6/16/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75,0,2/17/2018,Not_Canceled,0
2,2,2,3,Meal Plan 1,0,Room_Type 6,37,Online,0,0,0,211.5,0,6/10/2018,Canceled,1
2,0,0,2,Meal Plan 1,1,Room_Type 1,21,Online,0,0,0,102,1,2/11/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 4,4,Corporate,0,0,0,90,0,5/20/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,34,Offline,0,0,0,85.5,0,9/18/2018,Not_Canceled,0
2,1,0,2,Meal Plan 1,0,Room_Type 1,102,Online,0,0,0,121.5,1,7/26/2018,Canceled,1
2,0,0,1,Not Selected,0,Room_Type 1,29,Online,0,0,0,75,0,2/4/2018,Canceled,1
2,0,2,1,Not Selected,0,Room_Type 1,43,Online,0,0,0,88.2,1,3/20/2018,Not_Canceled,0
2,1,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,160,1,7/24/2018,Canceled,1
2,0,1,5,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,122.96,1,11/7/2018,Not_Canceled,0
1,0,1,1,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,72.9,1,2/13/2018,Canceled,1
1,0,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,150,2,10/30/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,70,0,10/16/2017,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,211,Offline,0,0,0,100,0,5/20/2018,Canceled,1
2,0,1,2,Not Selected,0,Room_Type 1,52,Online,0,0,0,79.2,1,11/25/2018,Canceled,1
1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100,0,6/5/2018,Canceled,1
2,0,1,1,Not Selected,0,Room_Type 1,89,Online,0,0,0,79.2,3,11/19/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 4,88,Online,0,0,0,149.4,1,9/16/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 4,44,Online,0,0,0,103.95,0,3/17/2018,Not_Canceled,0
2,0,1,1,Not Selected,0,Room_Type 1,71,Online,0,0,0,116.1,1,5/7/2018,Canceled,1
2,0,1,4,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,92.65,0,4/27/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110,0,10/12/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90,0,11/11/2018,Not_Canceled,0
2,1,1,5,Meal Plan 1,0,Room_Type 1,146,Online,0,0,0,116.17,2,8/1/2018,Canceled,1
1,0,2,1,Meal Plan 1,0,Room_Type 4,20,Offline,0,0,0,75,0,10/18/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,149,1,3/30/2018,Not_Canceled,0
2,0,0,3,Not Selected,0,Room_Type 1,37,Online,0,0,0,120,0,12/28/2018,Canceled,1
3,0,1,1,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,144.45,1,10/24/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,65,0,12/27/2018,Not_Canceled,0
2,1,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65,1,10/2/2017,Not_Canceled,0
2,0,2,0,Not Selected,0,Room_Type 1,23,Online,0,0,0,89,2,9/11/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115,0,7/21/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,96.6,2,10/30/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95,0,6/24/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 2,82,Online,0,0,0,76.5,1,7/19/2017,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,83,Online,0,0,0,93.6,2,11/25/2018,Not_Canceled,0
2,0,0,3,Not Selected,0,Room_Type 1,108,Online,0,0,0,75.38,0,5/4/2018,Not_Canceled,0
2,1,2,1,Meal Plan 1,0,Room_Type 1,121,Online,0,0,0,121.5,2,7/17/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,40,Offline,0,0,0,70,0,10/5/2017,Not_Canceled,0
2,0,2,4,Meal Plan 2,0,Room_Type 1,37,Online,0,0,0,120.7,1,11/16/2018,Not_Canceled,0
2,0,1,4,Meal Plan 1,0,Room_Type 4,136,Online,0,0,0,144.9,1,9/21/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,95,1,6/15/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100,0,5/31/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115,0,7/21/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,108,1,2/20/2018,Not_Canceled,0
2,0,2,2,Not Selected,0,Room_Type 1,57,Online,0,0,0,63.75,1,3/11/2018,Not_Canceled,0
3,0,2,1,Meal Plan 1,1,Room_Type 4,78,Online,0,0,0,177.3,1,9/18/2018,Not_Canceled,0
2,0,1,3,Not Selected,0,Room_Type 1,43,Online,0,0,0,74.8,0,12/8/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95,0,6/24/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,125,1,10/15/2017,Not_Canceled,0
2,0,0,5,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,124.2,2,8/16/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 4,37,Online,0,0,0,95.4,1,3/14/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,102.68,0,9/26/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,89,0,12/3/2018,Not_Canceled,0
1,1,0,3,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,84.05,1,12/27/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52,0,12/9/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109,0,10/16/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,135.9,0,8/20/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 4,93,Online,0,0,0,99.45,1,4/17/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,149,1,10/24/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,61,0,5/13/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,97.71,1,5/22/2018,Not_Canceled,0
2,0,0,1,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,108,0,10/16/2017,Canceled,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,91,0,10/4/2017,Not_Canceled,0
3,0,0,1,Meal Plan 1,0,Room_Type 1,178,Online,0,0,0,128.7,0,8/25/2018,Canceled,1
2,0,0,3,Not Selected,0,Room_Type 1,7,Online,0,0,0,79.67,1,1/20/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,205,Online,0,0,0,116.1,0,9/15/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,108.38,1,4/24/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,86,0,2/18/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,119,1,10/25/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,96.6,2,9/3/2017,Not_Canceled,0
2,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,112,0,10/13/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,261,Offline,0,0,0,68,0,11/20/2018,Canceled,1
2,0,1,2,Meal Plan 2,0,Room_Type 2,161,Offline,0,0,0,130,0,3/25/2018,Canceled,1
2,0,1,4,Meal Plan 1,0,Room_Type 2,36,Online,0,0,0,81.62,1,10/21/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,298,Offline,0,0,0,93,0,5/10/2018,Not_Canceled,0
2,1,2,3,Meal Plan 1,0,Room_Type 6,81,Online,0,0,0,187.85,0,5/15/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,132.3,0,10/20/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,96,Online,0,0,0,84.6,0,11/16/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,121,Offline,0,0,0,90,0,6/24/2018,Canceled,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,0,Corporate,1,2,15,66,0,1/4/2018,Not_Canceled,0
2,0,2,5,Not Selected,0,Room_Type 1,48,Online,0,0,0,74.8,1,11/13/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,31,Offline,0,0,0,105.3,0,5/13/2018,Not_Canceled,0
2,2,1,4,Meal Plan 1,0,Room_Type 6,50,Online,0,0,0,170.85,0,4/13/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,16,Offline,0,0,0,50.4,0,8/13/2017,Not_Canceled,0
1,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,91,0,10/13/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,85,0,5/4/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80,0,5/19/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,94.5,0,4/20/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,167,Online,0,0,0,105.83,1,7/8/2018,Canceled,1
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120,0,6/12/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,108,0,3/4/2018,Not_Canceled,0
3,0,0,1,Meal Plan 1,0,Room_Type 1,25,Corporate,0,0,0,81,1,12/12/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,119,0,12/31/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130,0,6/15/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,129,Offline,0,0,0,80.75,0,5/13/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,85,0,7/21/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,16,Online,0,0,0,166,2,7/1/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,4,67,1,12/13/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,118,0,12/31/2017,Not_Canceled,0
2,0,1,3,Not Selected,0,Room_Type 1,10,Online,0,0,0,78.63,0,11/17/2018,Not_Canceled,0
2,0,0,5,Meal Plan 1,0,Room_Type 1,236,Corporate,0,0,0,89,0,8/2/2018,Not_Canceled,0
2,2,1,2,Meal Plan 1,0,Room_Type 6,195,Online,0,0,0,174.3,0,8/26/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,9/18/2017,Not_Canceled,0
1,0,1,5,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,80.75,2,10/20/2017,Not_Canceled,0
2,0,1,1,Meal Plan 1,1,Room_Type 1,1,Complementary,0,0,0,0,2,10/3/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109,0,8/14/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,96,1,12/13/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Offline,0,0,0,101.5,0,7/1/2017,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 2,50,Online,0,0,0,65.66,0,3/5/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,73.51,0,10/2/2017,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,182,Online,0,0,0,98.1,0,10/12/2018,Canceled,1
2,0,3,6,Not Selected,0,Room_Type 1,151,Online,0,0,0,97.75,0,8/6/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,147.6,0,11/7/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 5,2,Corporate,0,0,0,125,0,9/1/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,80,0,1/27/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,108.9,1,10/1/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,67,Offline,0,0,0,75,0,11/25/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 2,71,Online,0,0,0,69,1,3/17/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,105,2,10/4/2017,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,85,0,1/19/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,1,Room_Type 4,24,Online,0,0,0,141,0,4/22/2018,Not_Canceled,0
2,0,0,5,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,74.82,1,2/23/2018,Not_Canceled,0
2,0,1,4,Meal Plan 1,0,Room_Type 1,145,Offline,0,0,0,112,1,7/4/2018,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,98,1,12/26/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Offline,0,0,0,130,0,6/7/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,90,1,10/26/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,132.9,1,9/1/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,40,Offline,0,0,0,72,0,11/26/2018,Not_Canceled,0
2,1,1,1,Meal Plan 1,0,Room_Type 4,135,Offline,0,0,0,102.09,0,7/16/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,118.8,2,4/8/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,263,Offline,0,0,0,110,0,10/21/2018,Canceled,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,91,0,10/4/2017,Not_Canceled,0
2,0,2,1,Not Selected,0,Room_Type 1,92,Online,0,0,0,79.2,2,11/12/2018,Canceled,1
1,2,0,3,Meal Plan 1,0,Room_Type 6,28,Online,0,0,0,213.63,0,5/17/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,335,Online,0,0,0,0,0,10/13/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,130,0,11/5/2018,Not_Canceled,0
1,0,2,3,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,45,0,9/4/2017,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,78.54,1,9/4/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,17,Offline,0,0,0,75,0,10/5/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,69,0,12/4/2017,Not_Canceled,0
2,0,2,4,Not Selected,0,Room_Type 1,26,Online,0,0,0,124.7,0,5/11/2018,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,96,1,9/1/2017,Not_Canceled,0
2,0,1,2,Meal Plan 2,0,Room_Type 1,116,Online,0,0,0,96.05,1,9/18/2017,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,178,Online,0,0,0,99.45,1,8/3/2018,Not_Canceled,0
2,1,2,3,Not Selected,0,Room_Type 1,68,Online,0,0,0,79.56,2,10/30/2018,Not_Canceled,0
2,0,1,4,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,125,1,12/28/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,116,0,9/4/2017,Not_Canceled,0
2,0,1,1,Not Selected,0,Room_Type 1,175,Online,0,0,0,85.5,1,7/23/2018,Not_Canceled,0
2,1,2,5,Meal Plan 1,0,Room_Type 1,136,Online,0,0,0,106.25,0,6/28/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,31,Offline,0,0,0,75,0,9/16/2018,Canceled,1
2,1,1,3,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,126,1,4/14/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,106.2,1,9/29/2018,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,31,Online,0,0,0,125.1,0,5/17/2018,Canceled,1
2,1,2,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,125.5,0,4/17/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,84,1,9/8/2017,Not_Canceled,0
2,2,2,2,Meal Plan 1,0,Room_Type 6,11,Online,0,0,0,203.5,0,4/24/2018,Canceled,1
1,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,90,0,7/30/2018,Not_Canceled,0
2,0,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,96,1,12/18/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,132.3,3,10/10/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,139,1,9/26/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,87,Online,0,0,0,69.53,2,10/31/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,94,0,12/7/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,199,Offline,0,0,0,68,1,11/4/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,58,1,12/19/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,94,Online,0,0,0,72.25,3,12/4/2017,Not_Canceled,0
2,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,112,0,10/13/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,117.45,1,9/4/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,6,Online,0,0,0,0,1,12/10/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,147,Online,0,0,0,118.15,1,5/27/2018,Not_Canceled,0
3,0,1,3,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,144.5,2,4/11/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,65,0,3/2/2018,Not_Canceled,0
2,0,0,3,Not Selected,0,Room_Type 1,88,Online,0,0,0,134.1,1,6/15/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,108.3,0,4/13/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,58,Online,0,0,0,115.04,2,9/27/2018,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 1,273,Offline,0,0,0,87,0,7/17/2017,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100,1,5/2/2018,Not_Canceled,0
2,0,2,5,Not Selected,0,Room_Type 1,15,Online,0,0,0,76.5,0,12/8/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,96.3,0,10/28/2018,Canceled,1
3,0,0,4,Meal Plan 1,0,Room_Type 4,137,Online,0,0,0,130.95,0,8/24/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,34,Offline,0,0,0,99.9,0,4/12/2018,Not_Canceled,0
3,0,2,0,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,145.8,0,6/19/2018,Canceled,1
2,0,1,2,Meal Plan 2,0,Room_Type 1,173,Offline,0,0,0,300,0,7/25/2018,Canceled,1
1,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,90,0,8/18/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,62,0,12/9/2017,Not_Canceled,0
2,1,2,4,Meal Plan 1,0,Room_Type 1,187,Online,0,0,0,90.95,1,8/25/2018,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,110,1,10/31/2018,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,66,Online,0,0,0,87.3,2,9/2/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,117,Online,0,0,0,72.67,0,4/29/2018,Canceled,1
3,1,0,2,Meal Plan 2,0,Room_Type 5,7,Offline,0,0,0,215,1,4/15/2018,Not_Canceled,0
2,0,2,9,Meal Plan 1,0,Room_Type 1,72,Offline,0,0,0,58.91,1,12/23/2017,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,129,2,10/17/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,223,Online,0,0,0,92.28,1,9/29/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,12,Corporate,1,0,1,65,0,12/8/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80,0,5/19/2018,Canceled,1
2,0,0,1,Not Selected,1,Room_Type 1,2,Online,0,0,0,149,1,10/15/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,88.4,1,12/13/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,124,1,9/10/2017,Canceled,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,97,0,5/9/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,152,2,10/5/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105,0,10/13/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,134.75,1,10/4/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,124,1,8/15/2017,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,19,Corporate,0,0,0,85.5,0,10/7/2017,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,164,1,9/19/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 7,14,Corporate,0,0,0,112,0,2/4/2018,Not_Canceled,0
2,0,1,1,Not Selected,0,Room_Type 1,196,Online,0,0,0,85.5,0,8/6/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,85.5,2,3/25/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 4,131,Online,0,0,0,132.3,0,10/17/2018,Canceled,1
1,0,1,5,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,49.67,1,2/22/2018,Not_Canceled,0
3,0,1,3,Meal Plan 1,0,Room_Type 4,184,Online,0,0,0,128.7,2,10/17/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,132.6,0,5/23/2018,Canceled,1
2,2,0,2,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,130.5,0,8/16/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,240,Online,0,0,0,90.95,2,10/27/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,108.57,0,5/10/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,65,0,1/14/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,97,Offline,0,0,0,75,0,5/15/2018,Not_Canceled,0
